gene_id	symbol	lib15-rpkm-heat	lib17-rpkm-control       (right/left: >2  up expressed, < 0.5 down expressed)
428568	KIAA0240	2.53	3.07
428569	SLC3A1	2.95	4.49
428570	SOCS5	5.54	5.38
428571	LRFN2	0	0
428572	KIF6	0	0
428573	GLP1R	0.35	1.12
428574	C6orf137	0.2	0.3
428575	SLC35B2	14.58	25.5
428576	DLK2	0.26	0.27
428577	CDC42EP3	2.29	1.95
428578	LOC428578	0.84	0.71
428579	ADSS	40.1	75.06
428580	ZNF238	4.45	7.21
428581	WDR64	0.08	0
428582	OPN3	5.45	1.04
428583	PIGM	3.74	5.77
428585	IRF2BP2	27.42	31.37
428586	LOC428586	0.38	0.36
428587	PCNXL2	0	0.01
428588	C1orf57	2.31	5.63
428589	RHOU	1.27	0.67
428590	LOC428590	0.01	0.01
428592	BRP44L	173.91	270.6
428593	LOC428593	4.55	5.56
428594	MAS1	0	0
428595	PNLDC1	0.29	0.09
428597	STX11	0.05	0.14
428598	LOC428598	0	0
428602	RCN1	23.06	19.02
428603	ELP4	0.96	1.96
428605	LGR4	5.02	7.5
428607	PCMT1	9.68	17.35
428608	TFB1M	2.55	2.05
428609	NOX3	0.17	0.09
428610	NMBR	0	0
428612	OLIG3	0	0
428614	SLC35D3	0	0.24
428615	LOC428615	0.51	1.1
428616	RLBP1L2	0.05	0
428618	LOC428618	0.05	0
428620	GPRC6A	0	0
428621	HS3ST5	0	0.04
428622	REV3L	9.56	10.86
428623	KIAA1919	13.85	14.86
428624	BXDC1	21.04	28.61
428625	GPR6	0.03	0
428626	SCML4	0	0
428628	GRIK2	0	0
428629	LOC428629	0	0
428630	C6orf168	8.43	8.57
428631	LOC428631	0.14	0.1
428632	GABRR1	0.08	0.11
428633	CNR1	4.23	0.74
428634	LOC428634	0	0
428635	SNAP91	0.56	0.92
428637	DDX43	0	0
428638	B3GAT2	0.77	0.6
428640	LOC428640	0.8	0.15
428641	PHF3	19.58	21.52
428642	GLULD1	0.07	0.03
428643	KHDRBS2	0	0.04
428644	HCRTR2	0	0
428645	FAM83B	0.08	0
428646	ELOVL5	38.42	77.29
428648	KBTBD11	0.69	0.94
428649	COLEC11	0.21	0
428650	RSAD2	0	0
428651	GRHL1	10.69	12.01
428652	KCNF1	0	0
428653	KCNS3	0	0
428655	GDF7	0.08	0
428656	MFSD2B	0	0
428658	TMEM214	22.44	25.77
428659	CAD	5.1	8.02
428660	LOC428660	0.27	0.12
428661	EPT1	32.97	44.64
428662	ANGPTL7	0.05	0
428663	PRSS55	0.07	0
428665	IL17F	0.12	0.15
428667	LOC428667	0.16	0
428669	TDRD6	0.1	0.04
428670	OPN5	0.06	0
428673	CHMP6	20.18	21.38
428674	RPTOR	11.83	12.54
428675	HGS	35.01	53.69
428677	LUC7L3	71.18	52.77
428678	ANKRD40	6.87	7
428682	LOC428682	0.24	0.34
428683	FADS6	5.57	11.73
428684	USH1G	1.03	0.44
428685	CDR2L	15.84	8.12
428687	BCORL1	9.15	3.67
428688	AIFM1	26.37	56.19
428689	MARS2	15.43	16.95
428690	GPR119	0.13	0.32
428691	CYSLTR1	0.17	0.07
428692	INPPL1	0.12	0.18
428693	LOC428693	1.99	4.55
428695	RXFP2	0.35	0.2
428696	LOC428696	0.1	0.24
428697	BMP15	0.03	0.04
428698	RBM41	1.51	2.64
428699	FRMPD3	0.22	0.55
428701	NONO	122.06	146.64
428702	LOC428702	1.57	0.91
428703	FOXO4	17.08	16.16
428704	SNX12	40.27	58.15
428705	LOC428705	0.16	0.13
428706	DLG3	2.23	5.02
428707	HTR2C	0	0
428708	AGTR2	0	0.04
428709	LOC428709	0.03	0.06
428710	FRMD7	0.78	0.04
428712	SPRY3	0	0
428713	POLR1D	7.71	11.63
428714	LOC428714	0.32	0.44
428715	LOC428715	0	0
428716	SLC16A2	0.44	0.26
428717	GAB3	0.13	0.06
428719	CXorf56	11.44	27.49
428720	LOC428720	0	0
428722	LOC428722	0.23	0
428723	ACCN5	0	0
428724	ETFDH	10.72	14.43
428725	PPID	11.8	14.98
428726	FSTL5	0	0
428727	NPY1R	0	0.2
428728	AADAT	2.15	3.05
428729	MFAP3L	25.47	5.26
428731	SLC7A11	2.42	5.37
428735	LOC428735	0.64	0.16
428736	CDKL2	1.37	1.53
428737	PURG	0.61	0.78
428738	RBPMS	15.04	15.07
428740	GPRIN3	0.84	0.65
428741	MMRN1	0.01	0
428742	ATOH1	0.22	0.07
428743	AGXT2L1	0.02	0.11
428744	LOC428744	0.65	0.99
428748	C4H4orf41	15.38	16.71
428749	RWDD4A	12.82	18.23
428750	NEIL3	1.78	5.07
428752	AREGB	6.53	88.3
428753	PRKG2	0.04	0.14
428754	HSD17B11	3.52	2.45
428756	CLDN23	0.17	0.33
428757	MBOAT4	0	0
428758	ANKRD56	0	0
428759	NPFFR2	0	0
428760	ADAMTS3	0.64	0.84
428761	STAP1	0	0.11
428763	TMPRSS11F	0.68	0.54
428766	TRPC3	0.31	0.61
428767	ANXA5	116.96	74.98
428768	SYNPO2	0.16	0.2
428769	NDST3	0.48	0.32
428770	C4H4orf21	0.34	1.23
428771	ENPEP	5.61	12.45
428772	ELOVL6	33.58	63.96
428773	CFI	7.62	6.87
428774	LOC428774	26.45	29.22
428776	NHEDC2	2.05	2.61
428777	CCDC110	0.53	1.55
428778	LOC428778	0.23	0.18
428779	FGF20	0	0
428780	TMEM165	45.79	47.93
428782	LOC428782	8.03	7.54
428783	NPAL1	2.78	1.35
428784	LOC428784	0.02	0
428786	RHOH	3.52	4
428787	HIP2	20.57	28.34
428789	LOC428789	1.32	1.91
428790	CENTD1	2	2.04
428795	DRD5	3.69	1.12
428796	TADA2B	3.72	3.11
428797	SORCS2	0.33	0.72
428798	GPR78	0.06	0.15
428799	ADRA2C	2.26	3.7
428800	CD8A	0	0
428801	FOXI3	0.05	0
428804	LOC428804	0	0
428805	FBXO41	0.1	0.07
428806	CCT7	241.42	154.5
428807	C2orf7	3.1	3.32
428808	LOC428808	0.11	0.28
428809	CYP26B1	0.59	1.51
428812	LOC428812	0.13	0.15
428813	ALDH3B1	0.88	2.11
428814	TBX10	0	0
428815	LOC428815	0	0.08
428816	LOC428816	0	0
428817	OR8D4	0.06	0.08
428818	cor4	0	0
428820	cor8	0	0
428823	LOC428823	0.53	0
428824	LOC428824	0	0.08
428825	LOC428825	0	0.07
428826	cor6	0	0
428827	LOC428827	0	0.16
428828	LOC428828	0	0
428829	COR1	0	0
428830	cor3	0	0.16
428831	OR5AS1	0	0
428832	LOC428832	0.31	0.25
428833	RPUSD2	42.21	54.22
428834	LOC428834	0.4	0.15
428836	DISP2	0.31	0.43
428837	PAK6	1.32	0.64
428842	OLFML1	0	0.08
428843	PPFIBP2	0.13	0.3
428844	MICALCL	0.63	1.05
428845	ZNF143	7.37	11.13
428846	KCNJ11	0.03	0.12
428847	TMEM86A	1.78	5.19
428848	LOC428848	0	0
428851	LOC428851	0.54	1.14
428852	CTNND1	84.22	92.46
428853	TXNDC14	22.14	25.51
428854	MED19	7.61	9.53
428855	LOC428855	0.55	0.42
428856	P2RX3	0.35	1.38
428857	FGF4	0	0
428858	SHANK2	0.07	0.06
428859	ELF5	0	0
428860	APIP	1.56	1.85
428861	PRR5L	0	0
428862	LRRC4C	2.36	3.53
428863	C1QTNF4	0.04	0.1
428864	ACP2	15.54	27.55
428865	ARHGAP1	20.96	22.35
428866	CHST1	0.03	0
428867	LOC428867	0.04	0.1
428868	RHOV	0.43	0.22
428870	LOC428870	0.02	0.03
428871	PLA2G4F	0.02	0.17
428872	ACOT4	0.09	0.06
428873	PAPLN	1.21	0.97
428876	WDR22	6.67	7.14
428877	LOC428877	7.21	6.87
428878	GPHN	28.99	32.85
428879	GPR176	9.08	11.82
428880	LOC428880	1.71	1.91
428881	CHRM5	0.34	0.44
428883	ARHGAP5	21.12	19.44
428884	BAZ1A	13.84	18.31
428887	FBXO33	16.15	16.34
428888	LTBP2	0.12	0.5
428889	LOC428889	0	0
428890	FAM164C	1.73	0.87
428891	NEK9	7.98	7.47
428893	LOC428893	0.04	0
428895	ZDHHC22	0	0
428896	NGB	0.25	0.32
428897	THSD3	11.72	8.78
428898	ALKBH1	21.48	24.21
428899	LOC428899	2.63	4.98
428900	TSHR	0	0.04
428901	FLRT2	15.5	3.7
428902	KCNK10	0	0.05
428903	C14orf143	0.8	0.6
428904	GPR68	0.21	0.14
428905	SERPINA12	3.22	1.71
428906	BDKRB2	3.91	3.57
428907	AK7	0.14	0.14
428908	WDR25	3.33	2.84
428909	BEGAIN	0	0
428910	RAGE	0.04	0.11
428911	RCOR1	17.26	18.81
428913	LOC428913	4.26	4.05
428916	ZBTB1	16.4	16.88
428917	AKAP5	4.12	0.65
428918	SGPP1	5.02	4.69
428919	LOC428919	0	0
428920	LOC428920	0.67	1.38
428921	GPR135	0.19	0.16
428922	KIAA0831	4.42	2.92
428925	LOC428925	19.48	26.33
428928	NIN	2.6	2.09
428930	FRMD6	0.43	0.34
428932	GPR137C	2.14	0.55
428933	LOC428933	0	0
428934	GRID1	1.46	0.56
428935	LRIT1	0.01	0
428937	NRG3	0.05	0.18
428939	LOC428939	0	0.15
428940	ZNF511	4.53	9.45
428942	CCDC109A	16.1	21.13
428946	SAMD8	12.16	9.57
428948	PDLIM1	21.48	12.31
428949	LOC428949	0.22	0.1
428951	FBXL15	10.67	7.38
428952	HIF1AN	15.33	12.62
428953	WNT8B	0.06	0.36
428954	PKD2L1	0.32	0.43
428955	PPYR1	0	0
428956	ZNF488	0	0
428957	LOC428957	0	0
428958	LOC428958	0.95	0.38
428961	LOC428961	0	0
428962	PLCE1	0.24	0.26
428963	LOC428963	3.07	1.23
428964	ZNF518	6.54	6.32
428967	LOC428967	0	0
428969	PGAM1	590.74	776.99
428970	C10orf12	1.94	2.85
428971	LOC428971	0.29	0.26
428972	SFXN3	5.21	7.4
428973	LOC428973	7.31	4.4
428974	PDZD7	0.39	0.26
428975	CNNM2	25.15	26.65
428977	FAM26C	0	0
428978	FAM26A	0.06	0.15
428979	KIAA1754	5.37	5.68
428980	ADRA2A	15.86	10.59
428982	LOC428982	0.43	0.54
428983	LOC428983	1.06	0.93
428984	PDZD8	15.58	13.65
428985	PRLHR	0.55	0.14
428986	PRDX3	25.24	36.08
428987	PPAPDC1A	0	0.12
428991	C10orf39	0	0
428994	CPS1	0.29	0.22
428995	VWC2L	0.06	0.17
428996	LRRFIP1	1.45	1.95
428997	CXCR7	1.02	0.53
428999	LOC428999	0	0
429000	CD6	0.34	0.49
429001	TSSK6	0	0
429005	SLC39A10	6.9	5.34
429007	MOBKL3	12.62	17.83
429010	FAM126B	3.92	4.86
429011	KLF7	0.22	0.37
429012	DYTN	0.03	0
429015	DFNB59	0.28	0
429016	TTC30A	1.88	2.37
429021	CHN1	4.24	6.54
429022	RAPGEF4	0.04	0.3
429024	TLK1	3.07	5.18
429025	KLHL23	0	0.05
429027	B3GALT1	0	0
429028	FIGN	0.55	1.2
429029	LOC429029	0.02	0
429030	LOC429030	0.43	0.58
429032	LOC429032	0.06	0
429036	STK16	4.65	7.19
429037	GLB1L	1.56	2.44
429038	ANKZF1	4.1	7.6
429039	SLC23A3	0.46	0.31
429040	WNT10A	0.27	0.28
429041	ARPC2	53.84	49.64
429042	CLASP1	10.45	13.92
429044	CEP70	3.6	4.73
429045	C1QL2	0.24	0
429048	YSK4	0.33	0.46
429049	NXPH2	1.67	4.62
429052	PSCDBP	0.72	0.11
429054	LOC429054	0.29	0.18
429055	C1orf59	0.9	2.86
429057	CFH	2.53	3.53
429058	KCNT2	1.77	3.55
429059	RGS13	0.47	0
429060	MTA1	69.47	67.67
429062	PRDX6	581.29	501.87
429064	FASLG	0.51	0.47
429066	C1orf184	0.5	0.92
429067	RGSL1	0.2	0.5
429068	LOC429068	7.16	5.94
429069	RASAL2	4.1	2.67
429070	ASTN1	0.04	0.02
429071	PAPPA2	0.09	0.07
429072	RFWD2	10.59	9.04
429073	ZBTB37	8.32	8.68
429074	NPL	0.6	1.79
429075	ARPC5	250.82	349.19
429077	FAM5C	0	0
429078	PDC	0	0.05
429081	HIAT1	31.55	33.5
429082	FRRS1	6.36	9.36
429083	DPYD	14.43	18.3
429084	F3	1.05	0.86
429086	RDH8	0.06	0.24
429087	FAM69A	2.26	1.99
429088	GFI1	0.1	0.04
429089	CYR61	8.54	9.06
429090	WDR63	0.12	0.53
429091	MCOLN3	0.27	2.2
429092	PIF1	0.59	1.92
429094	TCTEX1D4	0.18	0.46
429095	HPDL	0.54	1.74
429096	PIK3R3	11.25	2.97
429097	POMGNT1	3.29	4.36
429098	LOC429098	0.05	0.15
429100	CMPK	47.65	60.35
429101	LOC429101	1.55	0.38
429104	CDKN2C	1.17	1.5
429105	C8H1orf163	11.28	14.76
429106	SLC1A7	0.14	0.05
429107	DMRTB1	0.11	0
429108	ACOT11	0.64	0.42
429109	TTC4	17.58	20.41
429110	PRKAA2	1.55	0.61
429111	C8A	0.03	0.03
429114	WDR78	0.03	0.1
429115	LOC429115	3.75	3.94
429116	PTGER3	0.54	0.17
429117	SLC44A5	4.07	10.46
429118	DBR1	32.79	39.83
429119	MSL2L1	12.26	10.48
429123	CHST2	7.46	5.43
429124	PCOLCE2	14.11	6.56
429125	GRK7	0.49	0.86
429126	IRS1	6.26	8.48
429128	GUCY1B2	0.58	0.78
429129	SPSB4	4.75	3.75
429131	LOC429131	0.01	0.01
429133	GAL3ST4	0	0
429134	CRYGS	0.11	0.29
429135	CLDN18	0	0.1
429136	A4GNT	0	0.08
429137	KY	0	0
429138	VPS8	5.4	10.19
429143	LOC429143	1.59	4.49
429144	PIGZ	0.07	0
429145	FAM43A	2.38	0.67
429147	CLDN16	0	0
429148	LPP	5.82	4.84
429149	MUC4	0.33	0.62
429150	NMUR1	0.04	0.05
429151	CHRNG	0	0
429152	LOC429152	0	0.04
429153	LOC429153	0	0.05
429154	LOC429154	5.4	4.73
429155	PEX5L	0.15	0.64
429156	NAALADL2	1.17	3.67
429157	SPATA16	0	0
429158	AADACL1	5.41	4.12
429159	PHC3	0.83	0.77
429160	LOC429160	0.06	0
429161	LOC429161	0.04	0
429162	PPM1L	8.38	10.47
429163	LOC429163	1.82	4.21
429164	SIAH2	26.64	20.61
429165	LOC429165	0.25	0.16
429166	SYT11	2.19	2.14
429167	LOC429167	0	0
429198	FSCN2	0.28	0.24
429199	HMX3	1.5	1
429205	RHBDL1	1.59	0.37
429206	LOC429206	0	0
429207	LOC429207	0	0
429208	DNAJC16	14.95	17.94
429211	OXTR	0.12	0.15
429219	RNF157	0.23	0.31
429229	LOC429229	4.05	7.33
429252	LOC429252	0	0
429256	LOC429256	0	0
429269	MKNK2	4.48	1.98
429270	LOC429270	2.57	2.35
429271	LOC429271	1.08	1.2
429283	DLX1	0.17	0.3
429286	USP13	0.11	0.32
429301	WFIKKN1	1.68	1.69
429336	LOC429336	0.27	0.2
429337	AGTRL1	0.05	0.14
429348	LOC429348	0	0
429368	LOC429368	0	0
429374	FES	0.06	0.32
429381	LOC429381	0	0
429406	ARMC1	29.45	25.77
429422	C14orf4	99.71	75.26
429445	LOC429445	0	0.26
429465	LOC429465	1.3	0.83
429466	RALBP1	28.28	29.41
429470	SCRIB	6.65	5.96
429472	DFNB31	0.49	0.16
429473	LOC429473	0	0
429474	MICAL1	5.78	6.26
429484	PLAG1	15.19	3.89
429485	ART1	0	0
429492	LOC429492	0	0
429495	FBXO3	4.39	6.47
429499	LOC429499	0.01	0.01
429514	C20orf134	0.13	0.24
429520	LRRK2	0	0
429523	NXPH3	0.16	0.21
429524	LOC429524	0.07	0
429525	MCM10	0.97	1.96
429531	LOC429531	0	0
429536	TBCEL	3.41	3.45
429544	LOC429544	0	0
429567	LOC429567	0.05	0.19
429584	LOC429584	3.38	2.04
429593	KLF10	6.38	6.63
429598	BARHL1	0	0
429599	LOC429599	0	0
429612	LOC429612	6.09	1.39
429635	LOC429635	1.7	2.17
429640	LMBRD2	13.42	19.64
429642	CDK3	0	0.25
429659	LOC429659	0.02	0.03
429666	AIRE	0	0
429678	SLC25A22	6.05	9.71
429681	GIMAP1	1.23	1.65
429682	LOC429682	0.21	0
429683	SMAD7	1.34	2.7
429710	JUP	15.45	5.62
429716	LOC429716	66.89	37.35
429742	LOC429742	0	0
429752	LOC429752	0	0
429765	LOC429765	0	0
429784	SOST	0	0
429785	LOC429785	0.02	0.06
429800	LOC429800	14.27	7.12
429806	HSPG2	13.35	7.95
429807	TRIM62	19.51	23.06
429811	KLF3	14.13	17.98
429814	LOC429814	0	0
429828	CYP21	1.22	3.28
429852	LOC429852	0	0
429878	LOC429878	1.39	0.82
429879	HPS1	3.11	6.33
429900	COL25A1	0.06	0
429905	LOC429905	0	0
429936	LOC429936	0	0
429940	HOXB2	0	0
429951	OPRD1	0.16	0.14
429983	PIP5K1A	85.1	83.75
429984	LOC429984	0	0
429985	POGZ	10.42	12.87
429986	PSMB4	179.71	235.79
429994	LOC429994	0	0
430019	HTR6	0.09	0
430027	MYO5C	0.02	0.03
430047	LOC430047	0	0
430080	LOC430080	42.42	25.87
430089	VENTX	0	0
430098	LOC430098	0	0
430102	ENGASE	6.56	10.87
430103	CANT1	24.02	21.6
430115	PSMF1	35.69	36.61
430120	LOC430120	0	0
430146	LOC430146	0	0.06
430157	LOC430157	0	0
430167	DTWD1	0.48	0.99
430280	HSPB7	0.26	0.28
430303	LOC430303	0.07	0.08
430335	LOC430335	3.81	2.43
430336	SMARCD3	2.41	5.56
430337	ENTPD7	15.39	17.77
430349	ZC3H3	8.4	7.15
430359	TRIM27.2	0	0.06
430370	LOC430370	0.94	0.53
430371	YKT6	19.15	21.73
430374	LINS1	0.5	0.41
430385	LOC430385	0	0
430410	VAT1L	2.9	1.1
430411	SLC39A8	0.04	0.29
430440	LOC430440	0	0
430443	LOC430443	1.01	1.61
430454	LRRC10B	0.97	0.09
430463	KCNS2	0	0
430480	IKBKE	0.62	1.54
430486	LOC430486	2.5	2.93
430492	TDRD7	6.68	10.67
430516	LOC430516	0	0
430521	LOC430521	0	0
430522	C9orf98	0.05	0.48
430525	LOC430525	0	0
430534	FOXM1	2.38	5.6
430542	NEU3	1.2	1.78
430553	GAN	1.86	4.66
430580	SAPS2	0.71	0.85
430581	GCC1	12.62	16.72
430589	C25H1orf43	115.48	93.37
430591	LOC430591	1.58	1.97
430610	LOC430610	0.91	0.59
430614	LOC430614	0	0
430616	NUP98	16.9	24.39
430628	CHRNA10	0	0
430629	LOC430629	0	0
430630	CNGA4	1.36	1.42
430642	LOC430642	0.3	0.39
430648	TINAGL1	3.27	0.75
430657	LOC430657	0	0
430658	LOC430658	0	0
430660	LOC430660	0	0
430661	LOC430661	0	0
430664	SGSM1	0.13	0.12
430669	EFHD2	0.09	0.54
430670	CTRC	0	0
430674	C6H10orf137	5.16	4.97
430679	TBKBP1	0.4	0.34
430700	LOC430700	0.07	0.13
430703	LOC430703	0	0
430721	LOC430721	0	0.23
430723	LOC430723	0.34	0.18
430724	SYNJ2BP	0.47	0.47
430741	VPS45	4.22	5.15
430750	RAB31	23.69	20.63
430755	SERINC4	16.99	6.37
430761	LOC430761	0.27	0.33
430764	DCLRE1C	1.7	1.95
430770	B3GALNT2	1.06	0.66
430807	ESM1	0	0
430813	LOC430813	0	0
430829	WDR19	0.31	0.38
430848	RPP25	0	0
430878	PSMD11	20.89	28.5
430882	IKZF5	1.51	1.15
430886	LOC430886	1.2	1.69
430890	LOC430890	0	0.01
430902	LOC430902	0	0
430912	DUSP28	0	0
430917	COPS2	23.67	29.24
430935	LOC430935	0	0
430939	SH3BP1	0	0
430948	LGALS8	28.58	24.54
430953	ABRA	0.08	0
430962	LOC430962	2.27	2.8
430972	LOC430972	2.21	1.7
430977	LOC430977	2.91	3.46
430981	GABRR3	0	0.06
430990	RPS20	1336.65	1330.95
430991	ADRB1	0.04	0.05
430997	PABPC1	189.04	143.79
431013	LOC431013	0	0
431014	TNK2	6.8	7.39
431043	TUBB3	150.72	180.8
431046	ARID5A	8.5	11.82
431053	WBSCR22	8.49	19.85
431066	PNPLA2	6.38	4.65
431081	C2orf18	10.94	20.63
431092	LOC431092	8.64	3.67
431107	TMUB1	69.49	74.91
431122	NUP160	4.22	8.51
431137	LOC431137	0	0
431167	LOC431167	0.2	1.21
431181	LOC431181	0.01	0.03
431184	METT10D	13.74	16.98
431192	LOC431192	6	6.51
431205	LOC431205	2.26	2.33
431212	HOXD3	0.17	0.22
431225	DNTTIP1	18.93	27.29
431250	LOC431250	0.11	0
431251	LOC431251	0	0
431253	TACC1	0.25	0.06
431254	NKX6-3	0	0
431257	LOC431257	0.1	0.06
431260	ZBTB5	6.68	6.21
431261	MTAP	7.7	9.53
431262	FEM1C	4.78	5.17
431264	EDG3	0.04	0
431265	SHC3	0.06	0.08
431275	LOC431275	0	0
431276	LOC431276	0	0
431277	LOC431277	0	0
431279	LOC431279	0	0
431280	LOC431280	0	0
431282	LOC431282	0	0
431288	LOC431288	0	0
431290	LOC431290	0	0
431291	LOC431291	0	0
431293	LOC431293	0	0
431295	OR9Q1	0	0
431296	FIGNL2	0	0
431299	LOC431299	0	0
431300	LOC431300	0	0
431301	LOC431301	0	0
431302	KRT80	0	0
431303	BCDIN3D	0	0
431304	AQP2	0	0
431305	AQP5	0	0
431307	CRNN	0	0.07
431312	LOC431312	0	0
431313	LOC431313	0	0
431314	LOC431314	0.12	0.31
431315	LOC431315	0	0
431316	LOC431316	0	0
431317	LOC431317	0	0
431318	LOC431318	0	0
431320	LOC431320	0	0
431321	LOC431321	0	0
431322	LOC431322	0	0
431323	LOC431323	0	0
431324	LOC431324	0	0
431325	LOC431325	1.37	1.4
431330	SLC18A1	1.85	3.05
431331	LZTS1	0.07	0
431336	DUSP16	2.38	4.49
431338	SLC5A12	0.38	0
431348	LOC431348	0	0
431350	LOC431350	0	0
431351	LOC431351	0	0
431352	LOC431352	0	0
431355	LOC431355	0.01	0.03
431369	LOC431369	14.21	10.96
431387	SLC25A12	2.06	5.37
431393	LOC431393	0.07	0.69
431400	NRARP	1.28	2.76
431416	GPR151	0.33	0.07
431417	PDILT	0	0
431418	GPR139	0.43	0.15
431437	LOC431437	1.88	3.06
431443	LOC431443	0	0.01
431444	LOC431444	0	0
431449	RFK	6.98	9.77
431451	LOC431451	0	0
431472	LOC431472	0	0
431480	LOC431480	2.52	2.32
431509	GALT	1.76	2.51
431530	RFXDC2	11.4	7.91
431542	N4BP3	5.07	4.35
431565	MBLAC2	0.91	0.96
431568	FAM81B	0	0
431569	RHOBTB3	0.1	0.22
431576	ZBTB7C	0.25	0.11
431579	ELOVL7	28.87	38.85
431580	LOC431580	0.41	0.67
431581	HTR1A	0.05	0
431582	RNF180	0.38	0.39
431583	ERBB2IP	9.74	8.69
431584	CD180	0.03	0.02
431585	C6	0.43	0.11
431586	FBXO4	5.52	2.79
431587	SEPP1	42.13	18.39
431588	ZNF131	2.74	6.12
431590	HCN1	0	0
431591	LOC431591	0.06	0.09
431593	HSPB3	0	0.03
431595	LOC431595	2.04	2.6
431596	ANKDD1B	0.07	0.13
431597	SV2C	0	0
431598	S100Z	0	0
431599	ZNF366	0	0
431600	LOC431600	0	0
431601	UHRF2	3.08	0.57
431602	PTPRD	0	0
431603	ADAMTSL1	0	0
431604	LOC431604	0.05	0.02
431605	PSIP1	22.35	28.18
431607	PTAR1	3.94	3.33
431608	SMC5	7.19	10.96
431609	LOC431609	0.22	2.09
431610	PRUNE2	7.45	4.77
431611	GNA14	0.11	0
431612	CEP78	3.56	4.49
431613	LOC431613	0.11	0.28
431615	LOC431615	0.03	0.02
431620	THAP1	6	4.9
431622	ZNF462	3.52	4.72
431623	RAD23B	29.51	38.78
431627	ACOT12	0.05	0
431628	LOC431628	0	0
431629	COX7C	110.57	116.27
431637	KIAA1958	9.44	4.75
431638	LOC431638	0.06	0
431639	DNAJC25	4.36	2.89
431640	LOC431640	0.05	0.21
431641	DMRT3	0.03	0
431642	KCNV2	0	0
431643	LOC431643	0.01	0
431645	MOBKL2B	18.02	12.22
431646	LINGO2	0	0
431648	LOC431648	0.36	0.85
431649	LOC431649	0.63	0.08
431650	ADCY10	0.03	0
431652	UBAP1	8.86	8.24
431653	LOC431653	0.04	0.15
431654	DNAI1	0.01	0
431656	LOC431656	3.8	9.11
431657	RUSC2	0.01	0.04
431658	KIAA0258	6.44	8.04
431660	LOC431660	6.13	1
431661	CZH9orf100	2.17	6.33
431663	LOC431663	2.51	3.85
431664	RXFP3	0.61	0.11
431665	SLC45A2	0.03	0.04
431666	AGXT2	12.57	18.49
431669	RMI1	8.65	6.5
431670	DAPK1	2.87	2.69
431682	CYP20A1	28.66	31.2
431683	CYP27A1	5.68	11.24
432368	SNAI2	0.33	0.19
432370	CSNK2A1	56.81	105.26
448832	MCAM	10.94	6.47
448833	BTC	0.43	0.54
474356	IL3	0	0
474360	IL5	0	0
474361	IL13	0	0
474379	GNAL	15.57	47.05
497270	EPGN	0.3	0.48
497625	EDARADD	3.42	5.7
503512	FOXL2	2.36	1.84
548626	PTX3	0.04	0
552895	ALAS1	430.1	885.66
554217	TLR5	0.7	1.22
554218	IL21	0.41	0
554219	IFNB	0.1	0.13
554283	MORF4L1	52.37	61.11
619530	EXOSC9	11.61	26.26
693246	CENPN	6.6	16.18
693248	MAF	0.86	0.53
693250	H1F0	5.09	2.88
693251	IL11RA	0.28	0.26
693254	MIS12	9.65	22.06
693256	BLB2	14.59	12.69
693258	LOC693258	0	0
693259	B-NK	0	0
693260	BF1	57.21	58.94
693261	SP5	8.55	4.98
693262	SIX1	2.78	1.2
693264	NPY6R	0.65	0.48
693265	LOC693265	35.57	40.3
693266	CASP18	5.72	4.86
723780	ASF1A	23.8	32.72
723789	DACT1	0.26	0.14
723973	CAMK4	2.18	0.67
724081	XKR8	1.94	2.33
724083	BLB1	14.63	12.6
768251	LOC768251	0.02	0.06
768333	LOC768333	0.29	0
768334	ART1	0	0
768335	HIGD1A	88.44	212.57
768336	LOC768336	0	0
768337	LOC768337	22.33	12.05
768338	LOC768338	12.52	11.38
768339	LOC768339	80.74	78.32
768340	LOC768340	196.37	236.1
768341	LOC768341	2.5	3.12
768342	DAPP1	0.74	0.94
768343	MRPS26	9.48	10.48
768344	LOC768344	147.24	137.56
768345	MESP2	0	0
768346	QARS	43.28	39.18
768347	LOC768347	0.17	0
768348	LOC768348	65.01	56.82
768349	LOC768349	0.17	0.63
768350	LOC768350	7.52	7.63
768353	NR0B2	17.16	25.63
768354	ETS1	0.09	0.06
768355	LOC768355	0	0
768361	LOC768361	0	0
768362	POP4	4.19	8.72
768363	LOC768363	0	0
768364	LOC768364	0.03	0
768366	LOC768366	0	0
768367	LOC768367	0	0
768368	LOC768368	0	0
768369	LOC768369	0	0
768370	LOC768370	0.15	0.21
768372	LOC768372	0	0
768373	LOC768373	0	0
768374	LOC768374	0	0
768375	LOC768375	0	0
768376	LOC768376	0	0
768377	LOC768377	0.91	1.25
768379	LOC768379	0.19	0
768380	LOC768380	0	0.15
768381	LOC768381	0	0
768383	LOC768383	4.69	5.76
768384	LOC768384	0.41	0.53
768385	LOC768385	0	0.02
768386	LOC768386	0	0
768387	POLR2K	3.64	1.79
768388	LOC768388	0.05	0
768390	PDPN	0	0
768391	LOC768391	0	0
768392	LOC768392	0	0
768394	LMF2	43.22	51.01
768395	LOC768395	0	0
768396	LOC768396	0.35	0.09
768397	LOC768397	0.03	0
768398	LOC768398	32.99	36.24
768399	LOC768399	0	0
768400	LOC768400	0.67	0
768401	LOC768401	0	0
768402	LOC768402	0	0
768403	LOC768403	0	0
768404	LOC768404	0.07	0
768405	HMX2	0	0
768406	STAT4	0.25	0.23
768407	LOC768407	0	0
768410	LOC768410	0	0
